sentence_id,reference,TensorFlow NMT_hypothesis,PyTorch Transformer_hypothesis,TensorFlow NMT_sentence_chrfpp,PyTorch Transformer_sentence_chrfpp,chrfpp_difference_TensorFlow NMT_minus_PyTorch Transformer,winner
753,"Và cả hai đều chuẩn xác . Nhưng thêm một điều , thử nghiệm dựa trên giọng nói không có tính chuyên môn .","Và chúng là 2 điều chính xác . Được rồi , nhưng có một cuộc kiểm tra ,","và chúng đều chính xác. được rồi, nhưng bên cạnh đó, các bài kiểm tra dựa trên giọng nói là chuyên gia không chuyên gia.",19.050084269776765,37.71247878333355,-18.662394513556787,PyTorch Transformer
754,Đó có nghĩa là nó có thể tự thực hiện được .,Điều đó có nghĩa là họ có thể làm được .,điều đó có nghĩa là họ có thể được quản lý.,48.26897305111567,44.96566388399329,3.3033091671223858,TensorFlow NMT
755,"Tốc độ nhanh , chỉ mất khoảng 30 giây tối đa .","Chúng đang nhanh chóng , hãy lấy khoảng 30 giây .","chúng có tốc độ cao cao, mất khoảng 30 giây.",38.88452955500442,50.041671543984165,-11.157141988979745,PyTorch Transformer
756,"Chi phí cực thấp , và chúng ta đều biết điều gì sẽ xảy ra .","Chúng rất nặng nề , chúng ta đều biết điều gì xảy ra .","chúng là những chi phí cực thấp, và tất cả chúng ta đều biết điều gì xảy ra.",54.05444976617774,78.55406854297662,-24.499618776798883,PyTorch Transformer
757,"Khi một cái gì đó trở nên cực rẻ , nó sẽ được phổ biến trên diện rộng","Khi một cái gì đó trở thành một chi phí lớn , nó trở thành một sự đa dạng có thể có được .","khi một thứ gì đó trở thành giá cực thấp, nó trở nên có khả năng tăng theo tỉ lệ.",37.233959606826566,32.632420455818504,4.601539151008062,TensorFlow NMT
758,"Vì vậy , đây là một số mục tiêu tuyệt vời mà tôi nghĩ rằng chúng tôi có thể làm bây giờ .",Đây là một số mục tiêu tuyệt vời mà tôi nghĩ chúng ta có thể giải quyết được .,đây là một vài mục tiêu đáng kinh ngạc mà tôi nghĩ chúng ta có thể giải quyết được.,60.51780758896078,39.48433746434422,21.033470124616557,TensorFlow NMT
759,Chúng tôi có thể làm giảm khó khăn hậu cần cho bệnh nhân .,Chúng ta có thể giảm sự khó khăn với bệnh nhân .,chúng ta có thể giảm bớt nhiều khó khăn trong việc chăm sóc bệnh nhân.,46.18156530187643,45.30156028605475,0.8800050158216806,TensorFlow NMT
760,Không cần phải đi đến phòng khám để kiểm tra định kì .,Không cần phải đến phòng khám cho một sự kiện .,không cần phải đến phòng khám cho một y tế thường nhật.,53.472874840565524,51.05241795184852,2.4204568887170055,TensorFlow NMT
761,Chúng tôi có thể thực hiện sự quan sát với tần số cao để có được dữ liệu nhắm đến .,Chúng ta có thể làm được những cách kiểm tra cho dữ liệu .,chúng ta có thể giám sát tần số cao để có được dữ liệu khách quan.,24.49923562255256,51.62945203451823,-27.13021641196567,PyTorch Transformer
762,"Chúng tôi có thể thực hiện tuyển dụng nhân sự hàng loạt với chi phí thấp để thực hiện thử nghiệm lâm sàng , Việc thẩm định trên quy mô dân số là khả thi ngay trong lần đầu tiên này .","Chúng ta có thể thực hiện một lượng giáo viên rẻ cho các thử nghiệm lâm sàng , và chúng ta có thể tạo ra một cách thực sự để làm được một cách hiệu quả cho thời gian đầu tiên .","chúng ta có thể thực hiện việc tuyển dụng giá trị thấp cho các thử nghiệm lâm sàng, và chúng ta có thể làm cho dân số có khả năng kiểm tra khả thi lần đầu tiên.",33.89700052897301,43.68710764779596,-9.790107118822952,PyTorch Transformer
763,Chúng tôi có cơ hội để bắt đầu tìm kiếm những dấu ấn sinh học ban đầu của căn bệnh trước khi nó quá muộn .,Chúng ta có cơ hội để tìm kiếm sự phát triển của những người bị bệnh trước khi quá muộn .,chúng ta có cơ hội để bắt đầu tìm kiếm những dấu hiệu nổi tiếng của căn bệnh trước khi nó quá muộn.,45.70909249536662,73.94911711696706,-28.24002462160044,PyTorch Transformer
764,"Vì vậy , để thực hiện các bước đầu tiên hướng tới việc này , chúng tôi đang đưa ra trương trình Khởi Đầu giọng nói Parkinson .","Vậy nên , hãy lấy những bước đầu tiên về điều này , chúng ta đang phát hiện ra tiếng nói của dự án về thần kinh .","vì vậy, hãy bắt đầu bước đầu tiên về vấn đề này ngày nay, chúng tôi sẽ cho ra mắt những sáng kiến của bệnh parkinson.",31.228935787613267,36.79616394873483,-5.567228161121562,PyTorch Transformer
765,"Với Aculab và PatientsLikeMe , chúng tôi nhắm đến việc ghi âm lại giọng nói với một số lượng rất lớn trên toàn cầu để thu thập đủ dữ liệu và bắt đầu xử trí bốn mục tiêu .","Với những người làm với sự kiện và sự siêu việt , chúng ta đang hướng tới một số tiếng nói rất lớn về những tiếng nói của thế giới để thu thập được nhiều dữ liệu để giải quyết được những mục tiêu .","với những cái bẫy và thép, chúng ta đang hướng tới việc ghi lại một số lượng giọng nói rất lớn trên toàn thế giới để thu thập đủ dữ liệu để bắt đầu giải quyết 4 mục tiêu này.",33.097950274033636,50.39755665001173,-17.299606375978094,PyTorch Transformer
766,Chúng tôi có những cư dân địa phương có thể tiếp cận được với ba phần tư của một tỷ người trên hành tinh .,Chúng ta có những con số địa phương có thể đạt được 3 phần trăm của mỗi người trên hành tinh .,chúng ta có những con số địa phương có thể tiếp cận được tới ba phần tư tỉ người trên hành tinh này.,52.737257923092926,66.9768519706894,-14.23959404759647,PyTorch Transformer
767,"Bất cứ ai khoẻ mạnh hoặc mắc bệnh Parkinson có thể gọi tới với giá rẻ , và để lại âm ghi , vài xu mỗi lần , và tôi thực sự vui mừng thông báo rằng chúng tôi đã đạt sáu phần trăm mục tiêu chỉ trong tám giờ .","Có ai khoẻ mạnh với bệnh Parkinson có thể gọi là điều gì , rẻ hơn , và để lại , một vài xu hướng , và tôi thật sự hạnh phúc cho rằng chúng ta đã có sáu % trong 8 giờ .","bất cứ ai khoẻ mạnh hoặc bệnh parkinson có thể gọi là & quot tiết kiệm, rẻ tiền, và để lại bản ghi, vài xu, và tôi thực sự rất vui mừng thông báo rằng chúng ta đã đánh giá được 6 % mục",41.87166260750145,58.008044799999425,-16.136382192497976,PyTorch Transformer
768,Cảm ơn các bạn .,Cảm ơn .,xin cảm ơn.,34.25111873572779,34.64369210974753,-0.39257337401974013,PyTorch Transformer
769,"Tom Rielly : Vậy Max , bằng cách lấy tất cả các mẫu cho là của 10.000 người đi , bạn có thể cho biết ai khoẻ mạnh và ai không ?","Vậy nên , Jill , bằng cách nào đó , để nói , &quot; 10.000 người , bạn sẽ có thể nói với ai khoẻ mạnh và ai không phải là ai ?","vì vậy, với việc lấy tất cả các mẫu này, hãy nói rằng, 10.000 người, bạn có thể nói cho ai khoẻ mạnh và những người không?",43.992869236116746,50.09812488718987,-6.105255651073122,PyTorch Transformer
770,Bạn sẽ kết luận được gì từ những mẫu này ?,Bạn sẽ ra khỏi những mẫu này ?,bạn sẽ lấy những mẫu này từ những mẫu này ra sao?,44.98592515858329,45.75673256740527,-0.7708074088219803,PyTorch Transformer
771,"Max Little : vâng . Vâng . Điều sẽ xảy ra là , khi gọi bạn phải chỉ rõ bạn có bệnh hay không. phải .","Vâng . Vâng . Vậy nên , điều gì xảy ra là , trong khi gọi bạn phải chỉ ra hay không phải là bạn có một bệnh tật hay không , bạn thấy đấy .","vâng. vâng, điều sẽ xảy ra là, trong suốt cuộc gọi các bạn phải chỉ ra rằng các bạn có bệnh hay không, các bạn thấy đấy. đúng không.",54.080353138560056,57.52026596482751,-3.4399128262674523,PyTorch Transformer
772,"Bạn thấy đó , một số người có thể không làm điều đó . Có thể họ không gọi tới được .","Bạn thấy đấy , một số người không làm được gì . Họ không thể vượt qua nó .","bạn thấy đấy, một số người có thể không làm được điều đó. họ có thể sẽ không vượt qua được nó.",47.870776515935965,64.54602111851126,-16.675244602575297,PyTorch Transformer
773,"Nhưng chúng tôi sẽ lấy một lượng lớn mẫu dữ liệu thu thập được từ tất cả các trường hợp khác nhau , và kết quả có được trong trường hợp khác nhau mới là quan trọng bởi vì sau đó chúng tôi xem xét giải quyết các yếu tố trùng hợp , và tìm kiếm các dấu hiệu thực tế của căn bệnh này .","Nhưng chúng ta sẽ có một mẫu dữ liệu lớn cho những điều khác nhau , và nó là nó đang được thu thập bởi những hoàn cảnh khác nhau , và nó là nó trong những hoàn cảnh khác nhau vì chúng ta đang nhìn vào những yếu tố","nhưng chúng ta sẽ có được một mẫu rất lớn dữ liệu được thu thập từ những hoàn cảnh khác nhau, và nhận được nó trong những hoàn cảnh khác nhau, bởi vì sau đó chúng ta đang nhìn vào những yếu tố tức giận,",29.326677524328954,34.04692033104915,-4.720242806720197,PyTorch Transformer
774,Vậy hiện tại độ chính xác là 86 phần trăm ?,Vậy nên bạn đang 86 % chính xác là gì ?,bây giờ bạn có 86 % chính xác ngay bây giờ?,33.568958772265454,22.820281667121296,10.748677105144157,TensorFlow NMT
775,Hơn mức đó nhiều chứ,Nó tốt hơn là tốt hơn .,điều đó tốt hơn nhiều so với điều đó.,9.469462976690554,23.412797695514623,-13.943334718824069,PyTorch Transformer
776,"Thực ra , sinh viên của tôi Thanasis , tôi phải khen ngợi anh ta , bởi vì anh ấy đã làm một số công việc tuyệt vời , anh ta đã chứng minh được rằng điều này còn có thể thực hiện được qua mạng điện thoại di động nữa , điều đó cho phép dự án này được thực hiện , và độ chính xác đang đạt đến 99 phần trăm .","Thực tế , sinh viên của tôi , tôi phải cắm anh , vì ông ấy đã làm một số công việc tuyệt vời , và bây giờ ông đã chứng minh rằng nó hoạt động về điện thoại di động như thế , và chúng ta đang","thực ra, các sinh viên của tôi cũng phải cắm điện cho anh ta, bởi vì anh ta đã làm một số công việc tuyệt vời, và bây giờ anh ta đã chứng minh rằng nó hoạt động trên mạng điện thoại di động cũng",39.13817728438911,44.89504356792089,-5.756866283531778,PyTorch Transformer
